,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,PAINS_alert,BRENK_alert,NIH_alert,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,PAINS_alert_drugbank_approved_percentile,BRENK_alert_drugbank_approved_percentile,NIH_alert_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile,Molecule_Name
CCc1c(C(=O)OC)c(C=O)c2n(c1=O)CCc1c-2[nH]c2ccccc12,350.374,2.714200000000001,4,1,4.0,0.5816336998660381,0,81.16,1,1,1,0.36144954,0.840454,0.815334,0.8491788,0.60752946,0.2965579,0.63996744,0.12566921,0.05692376,0.5852132,0.39270464,0.18326938,0.0831422,0.96159303,0.9996688,0.039622,0.06515046,0.558486,0.14090453,0.04688858,0.19392577,0.09953789,0.9437643,0.5458417,0.53614706,0.17429386,0.08733092,0.44361028,0.19040334,0.5656097,0.3435534,-4.4882784,98.15943,87.91086,20.86917,-9.941224,2.3355575,2.60757,97.550186,-5.0766554,-0.66028,53.53251318101934,56.695957820738144,48.55887521968366,36.59050966608085,63.44463971880493,57.85588752196837,22.601054481546576,55.2548330404218,97.39894551845343,66.52021089630932,83.09314586994728,66.71353251318102,61.26537785588753,54.1652021089631,92.65377855887523,88.75219683655537,86.99472759226714,93.67311072056239,54.55184534270651,51.247803163444644,65.72934973637962,78.38312829525483,54.58699472759227,45.659050966608085,92.33743409490334,65.65905096660809,80.14059753954307,84.04217926186293,94.41124780316345,80.91388400702988,73.84885764499121,82.63620386643234,87.90861159929702,76.27416520210897,79.43760984182778,85.86994727592268,92.54833040421794,81.54657293497364,85.3427065026362,83.72583479789104,55.81722319859403,54.20035149384886,82.2847100175747,87.66256590509667,86.88927943760984,59.191564147627425,71.28295254833041,42.98769771528999,73.00527240773287,84.04217926186293,13.286467486818982,28.927943760984185,Compound 28694
COc1cc2c3c(cc4ccccc4c3c1O)NC(=O)C2=O,293.2780000000001,2.842000000000001,4,2,4.0,0.5341254325972611,0,75.63,0,2,0,0.86025774,0.49183673,0.69974935,0.94621766,0.26409,0.07816906,0.26070672,0.040037207,0.07279639,0.49341708,0.19654366,0.21488667,0.07863476,0.9873233,0.99932086,0.12152052,0.05982703,0.9364193,0.18096064,0.15703562,0.33228824,0.13387309,0.9326291,0.5329463,0.9211413,0.3153135,0.1895281,0.93663454,0.49302608,0.93639517,0.3905726,-4.6789956,65.35014,42.68869,55.468178,-12.374878,2.2265687,2.7595494,99.17383,-5.209607,-0.9069502,38.277680140597546,58.840070298769774,48.55887521968366,61.37082601054482,63.44463971880493,51.00175746924429,22.601054481546576,51.15992970123023,47.59226713532514,87.9261862917399,37.188049209138846,96.4499121265378,32.30228471001758,33.427065026362044,97.11775043936731,71.28295254833041,30.333919156414765,79.22671353251319,26.643233743409493,55.008787346221446,55.21968365553603,67.41652021089631,62.601054481546576,43.7609841827768,97.50439367311073,59.12126537785589,90.93145869947277,81.8980667838313,99.47275922671353,84.56942003514939,91.59929701230229,92.23198594024605,91.14235500878735,73.14586994727593,79.0158172231986,99.26186291739896,96.87170474516697,91.493848857645,99.05096660808437,96.37961335676627,97.4340949033392,57.22319859402461,68.18980667838314,72.61862917398946,63.90158172231987,83.79613356766258,51.81019332161688,36.59050966608085,75.60632688927944,87.27592267135326,11.528998242530756,26.46748681898067,Compound 29887
O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,349.7770000000001,4.878200000000002,4,2,4.0,0.5155344149379018,0,75.11,0,1,0,0.25683972,0.20113535,0.73147523,0.8495742,0.344983,0.10182091,0.27238977,0.026613962,0.42559195,0.24956676,0.5640881,0.37756094,0.44355544,0.97998524,0.9864033,0.068826124,0.08334792,0.9507116,0.42813802,0.19098622,0.34597215,0.13984142,0.5156253,0.4354928,0.8176378,0.43834743,0.19111829,0.8564497,0.643247,0.37453032,0.6417665,-5.0979404,20.457418,1.0896122,72.63204,-15.20363,2.3400466,1.5399092,98.55582,-4.898288,-0.6155879,53.53251318101934,87.48681898066785,48.55887521968366,61.37082601054482,63.44463971880493,48.295254833040424,22.601054481546576,50.650263620386646,47.59226713532514,66.52021089630932,37.188049209138846,55.43057996485062,13.462214411247805,37.609841827768015,92.65377855887523,77.4340949033392,37.926186291739896,79.89455184534272,21.0896309314587,82.91739894551846,32.37258347978911,84.67486818980669,85.65905096660809,89.52548330404218,95.60632688927944,37.71528998242531,87.1353251318102,88.57644991212655,99.64850615114236,96.73110720562391,92.93497363796135,92.65377855887523,91.31810193321617,34.797891036906854,75.04393673110721,97.4340949033392,98.66432337434095,91.70474516695958,97.85588752196837,98.45342706502637,30.650263620386646,69.52548330404218,40.38664323374341,38.03163444639719,25.27240773286468,90.19332161687171,34.059753954305805,43.33919156414763,54.34094903339192,86.11599297012303,16.098418277680143,29.525483304042183,24748573
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,458.37500000000017,2.233199999999999,11,8,2.0,0.2115032367203034,2,197.36999999999998,1,1,1,0.28904015,0.018017787,0.36803183,0.57451963,0.19059628,0.0186698,0.25403172,0.0044274293,0.2605545,0.19702144,0.66426724,0.022232654,0.106893435,0.6459655,0.9682185,0.024917029,0.16967525,0.7077785,0.1062644,0.32473806,0.3744356,0.004937879,0.23164193,0.019959724,0.61807764,0.17763714,0.05879257,0.7711064,0.23388486,0.70366704,0.41408834,-6.8552322,75.54528,62.43806,-47.155678,-29.348948,2.0201516,0.7359192,88.66313,-2.4399993,3.216922,77.18804920913885,48.1195079086116,91.96836555360282,95.78207381370827,8.927943760984183,12.267135325131811,69.84182776801407,91.91564147627417,97.39894551845343,66.52021089630932,83.09314586994728,59.12126537785589,2.9876977152899826,11.388400702987699,82.98769771528998,64.2530755711775,12.056239015817225,78.76977152899825,8.857644991212654,75.43057996485062,26.46748681898067,87.31107205623903,10.790861159929703,52.5834797891037,62.741652021089635,33.49736379613357,71.52899824253076,93.84885764499123,96.94200351493849,76.09841827768015,95.88752196836556,93.42706502636204,45.342706502636204,23.620386643233747,38.4182776801406,90.4042179261863,92.72407732864676,75.57117750439367,95.78207381370827,86.85413005272409,73.42706502636204,58.277680140597546,6.783831282952549,77.78558875219684,76.16871704745168,0.140597539543058,6.1862917398945525,24.56942003514939,42.07381370826011,67.31107205623903,62.601054481546576,64.2530755711775,65064
COc1cc2c(cc1O)[nH]c1c(O)cc(C=O)cc12,257.245,2.553400000000001,4,3,4.0,0.6159944704214856,0,82.55000000000001,0,1,1,0.6624564,0.304733,0.6299694,0.8994047,0.30864668,0.05921756,0.24976568,0.03555144,0.18275931,0.32121915,0.3104941,0.14603713,0.14843114,0.8911905,0.9972537,0.09098635,0.07732805,0.9223874,0.20859039,0.33643225,0.42715067,0.06891932,0.77922964,0.13064483,0.8585599,0.36220774,0.2407166,0.9201493,0.5274913,0.8457605,0.34464252,-5.086578,80.80091,47.685863,3.3815868,-15.819735,2.0182478,2.5418174,96.98931,-4.2768044,0.4444664,29.068541300527244,53.35676625659051,48.55887521968366,78.20738137082601,63.44463971880493,62.17926186291741,22.601054481546576,55.88752196836556,47.59226713532514,66.52021089630932,83.09314586994728,89.52548330404218,19.648506151142357,25.20210896309315,94.90333919156416,74.79789103690686,24.956063268892798,78.6291739894552,24.850615114235502,70.40421792618629,39.36731107205624,74.72759226713534,44.67486818980668,61.792618629173994,81.65202108963094,48.68189806678384,89.52548330404218,87.34622144112478,99.36731107205625,87.17047451669596,96.02811950790861,94.30579964850617,84.04217926186293,49.98242530755712,56.20386643233744,98.31282952548331,97.75043936731107,93.56766256590511,98.84007029876977,96.76625659050967,89.3145869947276,54.20035149384886,40.84358523725835,80.07029876977154,66.95957820738138,28.084358523725836,30.36906854130053,24.463971880492092,71.84534270650265,82.98769771528998,26.818980667838314,39.472759226713535,Compound 25795
COc1ccc([C@@H]2COc3cc(OC)ccc3C2)c(O)c1,286.327,3.1281000000000017,4,1,4.0,0.9414209547334293,1,47.92,0,0,0,0.4371389,0.8173768,0.8532659,0.89145553,0.94695294,0.14076665,0.5606674,0.1839627,0.6286454,0.55830765,0.9065119,0.02559125,0.070974454,0.52334327,0.99999917,0.004519265,0.033884756,0.61488736,0.45336208,0.12800829,0.31823698,0.0115376,0.9211482,0.65577245,0.4876071,0.06769091,0.16450211,0.72446,0.09651083,0.54868084,0.8247121,-4.691372,120.962845,92.90533,-8.833228,-9.27182,2.228132,3.4437313,98.57972,-4.3992534,-0.75166875,36.344463971880494,62.95254833040423,48.55887521968366,36.59050966608085,63.44463971880493,100.00000000000001,55.32513181019333,29.314586994727595,47.59226713532514,25.869947275922673,37.188049209138846,73.35676625659052,59.156414762741655,64.42882249560633,94.51669595782074,98.10193321616873,53.0755711775044,91.66959578207383,65.79964850615114,88.18980667838314,62.35500878734623,94.90333919156416,11.31810193321617,40.84358523725835,56.48506151142355,97.64499121265379,25.65905096660809,61.89806678383129,95.43057996485062,97.18804920913885,89.17398945518454,91.59929701230229,60.246045694200355,69.77152899824253,83.51493848857646,82.8822495606327,80.94903339191565,90.19332161687171,94.30579964850617,72.58347978910369,53.77855887521969,81.01933216168717,67.34622144112478,93.21616871704747,88.36555360281196,8.752196836555362,75.2548330404218,36.59050966608085,87.76801405975397,86.22144112478033,24.323374340949037,27.838312829525485,Compound 27651
O=c1c(-c2ccc(O)cc2)coc2c(O)c(O)c(O)cc12,286.239,2.2824,6,4,4.0,0.5106223467843569,0,111.13000000000001,1,1,0,0.55116284,0.077436835,0.49464607,0.861427,0.21386066,0.04305752,0.2757898,0.011619491,0.11476366,0.27080956,0.27495772,0.095532,0.08367817,0.90154237,0.99611425,0.054511983,0.11598991,0.8512207,0.1445498,0.45066667,0.5636679,0.026384931,0.6145649,0.10224243,0.85742646,0.3065234,0.15119082,0.93063843,0.4212183,0.8936016,0.29894233,-5.7216773,46.94333,19.917791,-19.57198,-19.468605,2.3907528,1.0542732,87.53543,-2.8207777,2.5520482,36.344463971880494,48.54130052724078,72.46045694200352,86.90685413005274,63.44463971880493,47.6274165202109,22.601054481546576,74.30579964850615,97.39894551845343,66.52021089630932,37.188049209138846,83.09314586994728,6.502636203866433,16.766256590509666,93.14586994727593,66.71353251318102,20.105448154657296,79.89455184534272,13.884007029876978,62.81195079086117,35.07908611599297,72.54833040421794,28.787346221441126,45.90509666080844,82.98769771528998,46.39718804920914,84.92091388400704,92.30228471001759,98.73462214411249,81.12478031634447,97.57469244288225,96.55536028119509,71.84534270650265,38.91036906854131,53.11072056239016,98.31282952548331,96.73110720562391,89.24428822495607,98.94551845342707,94.48154657293499,94.58699472759227,50.333919156414765,18.945518453427066,61.40597539543059,45.061511423550094,2.2144112478031635,17.680140597539545,46.25659050966608,46.151142355008794,65.3427065026362,55.95782073813709,59.367311072056246,Compound 25918
COc1ccc2c(c1)[nH]c1c(C)nccc12,212.25199999999998,3.033120000000001,2,1,4.0,0.6728642510267777,0,37.91,0,0,0,0.94114506,0.95265657,0.95097005,0.992514,0.504759,0.08143324,0.02444686,0.24548428,0.3903302,0.44054633,0.7063324,0.11149786,0.21238735,0.76885694,0.99999654,0.023101464,0.05363501,0.9592559,0.22812255,0.03746429,0.22142375,0.0073829046,0.9658205,0.04886517,0.3452883,0.2939754,0.11554623,0.15517755,0.12469053,0.7079998,0.64798754,-4.6521072,81.76454,58.20115,44.216305,-9.129158,2.3747578,2.9557834,91.518654,-4.107237,5.926011,19.789103690685415,61.61687170474517,17.10017574692443,36.59050966608085,63.44463971880493,70.72056239015818,22.601054481546576,20.632688927943764,47.59226713532514,25.869947275922673,37.188049209138846,98.34797891036908,79.05096660808437,95.99297012302286,99.29701230228471,85.51845342706504,31.45869947275923,44.63971880492092,72.58347978910369,81.26537785588754,49.560632688927946,88.57644991212655,33.84885764499121,71.49384885764499,70.22847100175747,94.97363796133568,69.701230228471,78.87521968365554,99.7188049209139,88.33040421792619,69.10369068541301,85.4481546572935,52.68892794376099,85.23725834797892,45.659050966608085,73.95430579964851,96.52021089630932,85.97539543057998,70.08787346221442,76.55536028119509,73.91915641476275,69.84182776801407,70.22847100175747,80.56239015817224,73.88400702987698,78.45342706502637,76.02811950790861,45.237258347978916,78.91036906854131,72.091388400703,30.017574692442885,78.45342706502637,5280953
COc1ccc([C@@H]2Cc3cccc(O)c3C(=O)O2)cc1O,286.283,2.5606000000000013,5,2,4.0,0.8297311040722254,1,75.99000000000001,0,0,0,0.27791625,0.4456953,0.8158202,0.777185,0.71283805,0.21705028,0.59999245,0.07805951,0.19608562,0.45877367,0.5009075,0.09284697,0.09266703,0.7747795,0.9996971,0.021506792,0.05504935,0.60298425,0.22054927,0.259142,0.48155093,0.0577721,0.8237095,0.3217033,0.52798134,0.16273825,0.14905795,0.82015026,0.23594864,0.6102091,0.42679843,-4.845328,92.38523,62.95349,-22.155346,-12.440572,2.2276373,2.3877556,96.04408,-4.0219812,-2.2509916,36.344463971880494,53.5676625659051,61.880492091388405,61.37082601054482,63.44463971880493,92.79437609841828,55.32513181019333,51.45869947275923,47.59226713532514,25.869947275922673,37.188049209138846,57.85588752196837,28.717047451669597,54.235500878734626,90.4042179261863,92.16168717047452,73.74340949033393,92.82952548330405,40.73813708260106,71.17750439367312,51.247803163444644,82.63620386643234,27.87346221441125,48.7170474516696,70.50966608084359,66.4323374340949,67.83831282952549,79.89455184534272,95.18453427065027,87.83831282952549,94.72759226713534,95.21968365553603,81.8980667838313,54.235500878734626,69.73637961335677,85.20210896309315,91.81019332161688,89.17398945518454,97.08260105448156,87.02987697715291,62.39015817223199,58.76977152899825,56.02811950790861,85.0615114235501,76.59050966608085,1.616871704745167,51.564147627416524,36.59050966608085,68.64674868189807,80.77328646748683,32.16168717047452,15.079086115992972,Compound 25575
O=C1O[C@H](c2ccc(O)cc2)Cc2cccc(O)c21,256.257,2.552000000000001,4,2,4.0,0.7693753459342547,1,66.76,0,0,0,0.24849911,0.2610182,0.7428629,0.8110054,0.6085119,0.19146462,0.5267811,0.042952955,0.19251367,0.35898498,0.30978662,0.10046276,0.059333276,0.70329916,0.9995657,0.031224614,0.08059198,0.46019754,0.18007007,0.5533377,0.72725147,0.06553857,0.7262184,0.20128313,0.6202547,0.16814147,0.20502917,0.8830166,0.3034264,0.77456695,0.31104952,-4.83644,96.32707,60.826378,-18.206964,-12.2368,2.145454,2.5400288,93.31819,-3.6784852,-1.2317344,28.892794376098422,53.286467486818985,48.55887521968366,61.37082601054482,63.44463971880493,84.71001757469244,55.32513181019333,44.56942003514939,47.59226713532514,25.869947275922673,37.188049209138846,54.1652021089631,16.274165202108964,39.82425307557118,91.493848857645,88.78734622144113,67.80316344463972,90.65026362038665,27.732864674868193,70.96660808435853,42.35500878734622,74.6572934973638,30.333919156414765,36.13356766256591,66.15114235500879,62.81195079086117,75.95782073813709,88.04920913884008,91.9859402460457,84.4639718804921,98.17223198594026,98.17223198594026,83.30404217926187,45.799648506151144,62.284710017574696,90.4042179261863,92.19683655536029,92.26713532513182,98.27768014059755,90.65026362038665,82.21441124780317,51.21265377855888,56.59050966608085,86.92442882249561,75.50087873462215,2.4253075571177507,52.970123022847105,31.07205623901582,71.81019332161688,75.28998242530757,38.80492091388401,24.18277680140598,Compound 28330
COc1cc(O)cc2ccc3cc(O)ccc3c12,240.25799999999998,3.4128000000000007,3,2,4.0,0.6406735644696304,0,49.69,0,1,0,0.77155817,0.38798493,0.7129825,0.98810875,0.6402542,0.06818913,0.31661385,0.048801214,0.4278044,0.3494492,0.5646308,0.10300992,0.07756294,0.82931745,0.999869,0.12346814,0.076942004,0.9594346,0.417206,0.60885936,0.66585225,0.09119956,0.89931023,0.26462597,0.92829525,0.4587113,0.3830952,0.9683614,0.6455617,0.9250552,0.5197247,-4.9295053,112.801956,72.24528,11.805262,-12.613363,1.9040397,3.3260384,98.89134,-4.1499686,0.77841705,24.67486818980668,67.7328646748682,32.653778558875224,61.37082601054482,63.44463971880493,65.4481546572935,22.601054481546576,30.492091388400706,47.59226713532514,66.52021089630932,37.188049209138846,94.09490333919157,24.42882249560633,35.04393673110721,99.0158172231986,89.98242530755712,27.451669595782075,81.8980667838313,29.666080843585238,82.91739894551846,41.6871704745167,84.67486818980669,31.142355008787348,43.2688927943761,75.04393673110721,72.51318101933217,91.0017574692443,87.27592267135326,99.7188049209139,96.48506151142355,98.38312829525483,97.57469244288225,86.78383128295256,65.16695957820738,66.71353251318102,99.29701230228471,98.80492091388402,97.18804920913885,99.78910369068542,98.45342706502637,96.87170474516697,63.90158172231987,50.43936731107206,91.73989455184535,81.37082601054482,43.33919156414763,50.474516695957824,19.191564147627417,85.4481546572935,86.67838312829527,29.138840070298773,43.58523725834798,Compound 27244
OCc1cc(O)c2nc3c(O)cccc3cc2c1,241.246,2.2915,4,3,4.0,0.5713703182450984,0,73.58,0,1,0,0.6652184,0.2403316,0.55110896,0.9210553,0.33427292,0.05681314,0.28852153,0.03307303,0.2212713,0.29905602,0.24311686,0.18287504,0.118241,0.8883586,0.9974499,0.1274533,0.062759526,0.8893282,0.23408517,0.43355322,0.4595551,0.12352638,0.7466281,0.15453425,0.9078228,0.3710968,0.33037612,0.94481754,0.60647565,0.9034173,0.34234145,-5.089255,104.3823,60.981457,-17.109285,-13.939,1.8002987,2.5246387,92.31373,-3.365905,0.26488942,24.99121265377856,48.7170474516696,48.55887521968366,78.20738137082601,63.44463971880493,56.48506151142355,22.601054481546576,49.13884007029878,47.59226713532514,66.52021089630932,37.188049209138846,89.8066783831283,15.360281195079088,19.718804920913886,95.71177504393674,76.30931458699473,24.463971880492092,80.38664323374341,24.18277680140598,72.72407732864676,37.46924428822496,70.75571177504395,54.55184534270651,55.43057996485062,81.15992970123024,48.99824253075572,91.21265377855889,83.16344463971882,99.08611599297014,88.54130052724078,97.39894551845343,94.86818980667839,90.19332161687171,47.416520210896316,58.523725834797894,99.05096660808437,97.89103690685414,96.37961335676627,99.26186291739896,98.03163444639719,95.71177504393674,54.1652021089631,40.73813708260106,89.45518453427066,75.60632688927944,2.741652021089631,41.93321616871705,13.989455184534272,71.56414762741653,73.25131810193322,44.63971880492092,37.644991212653785,Compound 25005
CC(=O)c1nc(C(N)=O)cc2c1[nH]c1c(O)cccc12,269.26000000000005,1.7231999999999996,4,3,4.0,0.6151445390839207,0,109.07000000000001,0,0,1,0.6778182,0.60014594,0.84571534,0.81063384,0.10792667,0.1418816,0.09562932,0.047571156,0.086130835,0.33213884,0.05454408,0.43714577,0.2430928,0.9676142,0.99032784,0.040135406,0.04220591,0.8396727,0.046336085,0.07059471,0.27847937,0.034466676,0.68653977,0.080114305,0.5733137,0.1763925,0.04834973,0.56658477,0.26392063,0.68376154,0.27627388,-4.925441,65.95301,44.185783,3.0929112,-15.8582945,2.134858,2.4961839,95.17474,-4.5837774,-2.052988,32.02108963093146,40.421792618629176,48.55887521968366,78.20738137082601,63.44463971880493,62.17926186291741,22.601054481546576,73.25131810193322,47.59226713532514,25.869947275922673,83.09314586994728,90.4042179261863,40.28119507908612,62.07381370826011,91.493848857645,53.04042179261863,53.427065026362044,65.20210896309315,29.384885764499124,57.57469244288225,40.28119507908612,50.86115992970124,89.87697715289983,74.51669595782074,93.42706502636204,39.89455184534271,80.45694200351494,70.896309314587,98.6291739894552,62.14411247803164,81.75746924428823,89.34973637961336,75.1493848857645,43.16344463971881,50.4042179261863,88.18980667838314,92.72407732864676,71.73989455184535,90.36906854130054,88.64674868189807,71.28295254833041,48.75219683655536,50.86115992970124,73.04042179261863,64.63971880492092,27.416520210896312,30.123022847100177,30.333919156414765,70.96660808435853,79.19156414762742,21.0896309314587,17.047451669595784,Compound 27615
Cc1cc(O)cc2oc3cc(Cl)cc(O)c3c(=O)c12,276.675,3.31922,4,2,4.0,0.6180116343780309,0,70.67000000000002,0,1,0,0.31484514,0.23676784,0.6186682,0.95522964,0.66908914,0.09119675,0.6209832,0.029218007,0.24684307,0.35784745,0.42035636,0.12671798,0.046571508,0.9313201,0.9996759,0.052668355,0.06658499,0.8711756,0.26595545,0.43841934,0.56741524,0.1215299,0.8827093,0.42095536,0.8918575,0.27599388,0.3581826,0.96801025,0.5350043,0.8695509,0.3417142,-4.736182,89.53837,64.536545,63.789055,-11.579271,2.6623583,3.518076,99.01728,-4.7553015,8.042795,33.77855887521969,66.15114235500879,48.55887521968366,61.37082601054482,63.44463971880493,62.601054481546576,22.601054481546576,47.1353251318102,47.59226713532514,66.52021089630932,37.188049209138846,61.82776801405976,15.219683655536029,24.18277680140598,97.39894551845343,90.896309314587,34.30579964850615,93.28646748681899,22.42530755711775,74.13005272407733,42.24956063268893,79.64850615114236,38.91036906854131,30.720562390158175,87.1353251318102,65.76449912126539,84.42882249560634,84.67486818980669,98.94551845342707,90.47451669595783,97.46924428822497,96.62565905096662,90.08787346221442,62.425307557117755,74.72759226713534,98.91036906854131,96.2390158172232,96.73110720562391,99.78910369068542,96.83655536028121,92.16168717047452,54.09490333919157,64.00702987697716,84.14762741652022,77.75043936731107,87.27592267135326,58.101933216168725,63.58523725834799,88.89279437609842,86.92442882249561,17.961335676625662,85.09666080843586,Compound 28584
